,000001,000002,000063,000069,000100,000157,000166,000301,000333,000338,000408,000425,000538,000568,000596,000617,000625,000651,000661,000708,000725,000733,000768,000776,000786,000792,000800,000858,000876,000877,000895,000938,000963,000977,000983,000999,001289,001979,002001,002007,002027,002049,002050,002074,002129,002142,002179,002180,002202,002230,002236,002241,002252,002271,002304,002311,002352,002371,002410,002415,002459,002460,002466,002475,002493,002555,002594,002601,002603,002648,002709,002714,002736,002812,002821,002841,002916,002920,002938,003816,300014,300015,300033,300059,300122,300124,300142,300223,300274,300308,300316,300347,300408,300413,300433,300450,300454,300496,300498,300628,300661,300750,300751,300759,300760,300763,300782,300896,300919,300957,300979,300999,301269,600000,600009,600010,600011,600015,600016,600018,600019,600023,600025,600028,600029,600030,600031,600036,600039,600048,600050,600061,600085,600089,600104,600111,600115,600132,600150,600176,600183,600188,600196,600219,600233,600276,600309,600332,600346,600362,600372,600406,600426,600436,600438,600460,600489,600515,600519,600547,600570,600584,600585,600588,600600,600606,600660,600674,600690,600732,600741,600745,600754,600760,600795,600803,600809,600837,600845,600875,600886,600887,600893,600900,600905,600918,600919,600926,600938,600941,600958,600989,600999,601006,601009,601012,601021,601059,601066,601088,601100,601111,601117,601138,601155,601166,601169,601186,601211,601225,601229,601236,601238,601288,601318,601319,601328,601336,601360,601377,601390,601398,601600,601601,601607,601615,601618,601628,601633,601658,601668,601669,601688,601689,601698,601699,601728,601766,601788,601799,601800,601808,601816,601818,601838,601857,601865,601868,601872,601877,601878,601881,601888,601898,601899,601901,601916,601919,601939,601985,601988,601989,601995,601998,603019,603195,603259,603260,603288,603290,603369,603392,603486,603501,603659,603799,603806,603833,603899,603986,603993,605117,605499,688008,688012,688036,688041,688065,688111,688126,688187,688223,688256,688271,688303,688363,688396,688561,688599,688981
000001,0,1,0,1,0,3,5,0,0,0,0,0,0,0,1,0,0,2,2,4,0,0,0,5,0,1,0,1,0,10,6,0,0,0,1,0,0,2,0,0,3,0,0,1,0,59,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,0,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,2,1,0,156,0,1,2,123,78,1,1,1,0,2,1,1,2,325,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,3,1,4,0,0,3,1,0,0,1,0,5,0,0,2,1,1,0,1,0,0,2,0,1,0,0,0,1,0,0,4,0,0,0,1,0,2,0,32,53,38,1,4,0,3,5,6,16,1,0,0,6,6,0,0,0,5,0,127,41,4,2,1,23,1,0,50,347,4,28,16,1,3,0,45,2,7,0,1,1,9,0,49,4,4,2,0,0,2,0,14,2,3,0,1,0,101,24,1,0,4,0,0,4,0,0,0,0,6,23,7,32,0,33,0,6,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,0,0,1,0,0,0,0,0,1,3,1
000002,1,0,0,24,2,4,5,1,7,0,0,0,0,0,1,0,0,9,1,2,2,0,0,5,5,1,0,0,1,11,1,0,0,1,0,0,0,98,3,2,2,0,2,2,0,3,0,1,1,0,0,2,0,7,1,6,0,0,1,11,0,1,0,0,3,0,0,1,0,0,1,2,4,0,0,3,0,1,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,5,5,9,0,1,0,8,1,0,13,1,137,0,4,0,0,1,2,2,0,0,0,2,1,2,0,0,1,9,0,1,1,1,0,1,0,1,0,0,0,6,1,1,0,13,0,0,129,5,0,1,0,25,0,0,1,0,0,0,13,1,2,1,0,1,5,4,0,0,0,0,1,0,1,4,20,0,1,0,0,1,0,0,1,1,0,38,5,1,3,3,0,1,2,1,2,31,4,3,16,3,0,16,4,0,3,1,1,1,9,1,2,7,1,0,0,0,1,0,1,0,3,15,0,0,1,0,5,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,3,0,6,7,0,1,0,0,0,0,0,3,0,0,19,4,0,0,0,0,1,2,2,0,2,0,1,1,0,2,0,1,3,0,0,0,0
000063,0,0,0,0,3,0,1,0,30,2,0,0,0,0,0,0,2,1,0,3,2,1,0,7,2,0,0,0,1,1,0,23,1,33,0,2,0,2,0,0,0,4,3,0,0,1,2,2,0,7,0,2,0,0,0,0,0,2,1,1,0,0,0,5,0,2,3,1,0,0,0,1,5,1,0,1,1,2,1,0,0,0,6,1,0,0,0,0,2,47,0,0,4,0,1,0,1,1,0,45,3,3,0,2,1,1,3,0,1,0,0,0,5,1,0,0,2,1,0,0,1,0,0,3,0,5,0,1,2,0,20,0,1,19,4,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,4,1,0,9,9,0,3,1,3,0,1,0,0,0,92,0,2,0,1,0,0,0,0,3,1,0,0,4,24,0,0,2,2,1,1,0,0,0,0,0,1,1,0,1,1,1,2,0,0,1,0,1,0,0,0,2,1,2,0,5,0,18,3,0,1,2,0,0,4,0,0,1,6,0,3,0,0,1,0,0,0,2,0,3,0,3,0,2,2,7,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,3,0,5,0,0,1,2,0,1,0,0,18,1,6
000069,1,24,0,0,0,3,1,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,2,1,0,3,0,14,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,2,0,0,4,1,1,2,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,2,0,0,0,1,0,5,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
000100,0,2,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,2,385,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,55,0,0,10,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,3,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,2,5,0,0,0,0,0,1,0,2,0,1,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,2,3,0,0,0,0,1,1,0
000157,3,4,0,3,4,0,2,0,6,18,0,227,0,0,0,0,0,11,2,34,5,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,1,0,2,7,0,9,0,1,0,0,0,0,0,0,2,6,0,0,3,0,0,0,3,1,2,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,7,1,1,4,7,0,0,0,0,2,349,3,0,3,1,3,0,0,3,0,1,3,0,1,0,1,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,6,0,0,2,0,0,0,0,0,0,0,1,1,0,4,0,2,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,5,1,68,0,3,0,0,1,0,0,5,0,5,0,1,1,6,0,1,0,0,0,1,3,0,0,0,0,0,0,1,1,6,2,2,0,0,0,2,10,1,1,2,0,0,2,0,0,0,0,1,0,12,1,5,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0
000166,5,5,1,1,0,2,0,2,1,0,0,0,0,3,0,0,0,52,1,3,0,1,1,39,0,0,0,0,1,9,5,0,0,3,0,0,0,2,0,1,2,0,0,2,1,7,7,4,0,8,1,0,0,0,6,0,0,1,4,9,0,0,0,1,2,1,3,1,0,2,3,2,29,0,1,0,0,13,1,5,1,3,18,45,1,0,2,0,0,11,1,0,0,0,1,0,0,1,1,4,0,3,0,2,7,0,3,1,0,3,7,0,0,1,0,0,4,3,1,0,0,0,0,0,4,133,3,12,6,4,2,13,0,1,2,0,2,0,8,0,0,0,2,0,0,6,0,0,2,1,1,0,1,2,8,0,1,0,2,0,4,1,0,0,0,2,0,1,1,2,0,5,1,6,3,0,1,46,1,2,0,2,1,2,1,98,4,1,0,2,96,2,58,0,0,3,4,14,66,0,2,0,0,0,0,3,8,3,104,0,13,8,1,4,6,7,1,115,0,41,6,12,0,1,0,0,0,14,2,14,2,0,50,0,1,1,10,5,47,1,0,1,0,1,1,6,0,0,2,0,19,77,0,0,3,55,0,8,6,1,8,5,102,7,0,1,10,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,2,0,2,1,0,1,5,1,1,0,2,0,0,5,2,1,1,5
000301,0,1,0,0,0,0,2,0,4,0,1,0,1,0,0,0,0,0,0,7,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,5,2,0,180,0,7,2,0,35,11,0,3,3,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,10,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,2,1,0,0,0,0,0,0,1,1,1,0,0,0,6,0,0,1,0,0,27,0,143,0,0,2,31,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,2,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,2,2,1,24,1,0,1,6,0,11,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,1,0,0,1,0,0,1,0,0,0,2,0,2,0,2,0,0,0,0,6,0,0,0,0,0,2,0,3,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,10,0
000333,0,7,30,3,5,6,1,4,0,0,0,0,1,0,0,0,1,345,1,0,0,0,0,3,1,0,0,6,0,3,2,0,8,1,0,0,0,0,1,0,4,0,3,0,0,3,1,2,0,0,0,1,1,0,2,4,1,0,4,3,0,0,0,2,1,3,7,0,0,0,0,5,2,0,0,5,0,1,0,3,5,1,3,1,0,7,0,0,3,1,0,0,3,0,1,0,0,0,0,0,0,14,0,0,4,0,0,8,0,0,2,0,5,0,1,2,0,0,0,1,11,1,0,0,2,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,7,1,15,1,0,0,1,0,2,0,0,0,1,1,3,0,0,0,20,0,0,1,3,0,1,3,7,1,379,0,0,0,1,1,0,0,0,0,1,0,0,9,2,14,0,5,1,0,2,2,0,0,1,20,1,1,0,11,0,1,1,1,0,19,1,0,0,8,2,5,5,1,0,0,3,2,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,2,0,0,0,1,0,0,1,4,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,54,6,2,0,0,1,0,10,2,0,0,0,5,7,0,4,0,0,0,0,2,0,1,0,2,0,17,0,2,0,0,1,0,1,0
